Timestamp,Email Address,Your Name,Your Age,Course Name,Gender,How often do you play video games?,On which platform do you play games the most?,What type of gaming software do you primarily use?,How many hours per week do you spend gaming?,What type of games do you prefer?,What factors influence your choice of gaming software?,Which game stores or platforms do you primarily use?,"Do you prefer paid games, free-to-play games, or games with in-app purchases?",How often do you spend money on gaming software?,"Have you used cloud gaming services like Xbox Cloud Gaming, GeForce Now, or PlayStation Now?",What is your preferred device for gaming?,"How important is hardware performance (CPU, GPU, RAM) for your gaming experience?","Do you prefer high-performance gaming software that requires powerful hardware, or lightweight games that run on most devices?",What input method do you prefer for gaming?,How do you usually install games?,Do you participate in online multiplayer gaming?,Have you ever participated in an esports event or gaming tournament?,How important is cross-platform gaming (PC vs. Console vs. Mobile) to you?,Do you use voice chat or communication apps while gaming?,Have you ever faced toxicity or harassment while playing online games?,What gaming trends are you most excited about?,Would you be interested in subscription-based gaming services like Xbox Game Pass or PlayStation Plus?,What improvements do you think gaming software should focus on?
2021-02-15 10:44:00,vivekd@gamil.com,vivek,20,B.TECH,Male,Daily,Console,PlayStation Store,30,Strategy,User interface,Steam,Free-to-play,Occasionally,False,Console,5,High-performance,Controller,Download,False,False,4,False,True,"Gaming trends that excite me the most would be the introduction of new genres or types of games, as well as advances in gameplay mechanics and graphics. I am also excited about the increasing popularity of cloud gaming, as it allows me to play games on devices that may not otherwise be able to handle the game",False,"Suggestions for improvements in gaming software include enhancing the user interface, improving the graphics and gameplay, adding more features and functionalities, and making the software more user-friendly and accessible."
2022-09-23 08:00:41,vishnu.venkat2606@gmail.com,Nitin,26,B.E.in Information Technology,Male,Weekly,Console,Steam,12,Strategy,Price,PlayStation Store,In-app purchases,Weekly,False,Console,6,High-performance,Controller,Download,True,False,3,False,False,New console releases,True,"Better optimization for low-end hardware, more options for customization, and a more user-friendly interface."
2022-07-09 13:05:58,mohit2017@gmail.com,Mohit,21,MCA,Male,Never,PC,Steam,1,Action,Exclusive content,Epic Games,Paid,Never,False,PC,3,High-performance,Keyboard,Download,True,True,2,False,False,"Social features, multiplayer support, and cross-platform compatibility",True,Add more exclusive games
2019-05-20 08:32:05,gaurav@gmail.com,gaurav,35,B.Tech,Prefer not to say,Never,PC,Steam,0,RPG,Exclusive content,Steam,Paid,Monthly,True,PC,3,Lightweight,Keyboard,Download,True,False,3,False,False,None,False,None
2023-03-08 17:16:03,shayan.bashir999@gmail.com,Shayan,33,MBA,Prefer not to say,Monthly,Console,PlayStation Store,4,Action,Price,PlayStation Store,Paid,Occasionally,False,Console,4,High-performance,Touchscreen,Download,True,False,3,True,True,New releases,True,Add more game modes or options to customize the gaming experience
2022-05-01 03:52:52,patel123@gmail.com,Akash,37,Btech,Male,Weekly,PC,Steam,1,RPG,Exclusive content,Steam,Free-to-play,Occasionally,False,PC,2,Lightweight,Keyboard,Download,True,False,4,True,False,VR and AR games,False,"[{'id': '0', 'text': 'Include more content and features.'}, {'id': '1', 'text': 'Add more customization options.'}, {'id': '2', 'text': 'Improve the user interface.'}, {'id': '3', 'text': 'Im"
2017-11-07 16:16:27,fomsk8009@gmail.com,Arpan Shrivastava,21,B.Tech in Electronics and Communication Engineering,Male,Weekly,PC,Steam,1,RPG,Price,Epic Games,Free-to-play,Weekly,False,PC,2,High-performance,Keyboard,Download,False,False,2,False,False,None,False,"Suggestions for improvements in gaming software include optimizing performance, offering better graphics and sound quality, incorporating more realistic gameplay, providing more diversity in game content, and improving accessibility features."
2022-06-10 12:37:25,balaji.n@makemychoice.com,Balaji,20,B.Tech,Male,Weekly,Console,Steam,2,Strategy,Price,PlayStation Store,Paid,Weekly,False,Console,3,High-performance,Controller,Download,False,False,3,True,False,None,False,None
2021-07-14 07:56:49,sjit9876543210@gmail.com,sanjay kumar,43,B.Com.,Male,Weekly,Mobile,Steam,4,Strategy,User interface,Steam,In-app purchases,Occasionally,False,Mobile,1,High-performance,Touchscreen,Cloud-based,False,False,4,False,True,Strategy,False,"Easier game installation, more cross-platform support"
2023-02-22 12:48:51,[hidden]@gmail.com,Rohit,30,Game Development,Non-binary,Weekly,Console,Steam,10,Strategy,Exclusive content,Steam,Paid,Weekly,True,PC,3,High-performance,Keyboard,Download,True,False,3,True,True,"I am excited about the immersive experiences and the potential for virtual and augmented reality to enhance gaming. I believe that these technologies have the potential to create more engaging and interactive gaming experiences. Additionally, I am excited about the potential for cloud gaming to make gaming more accessible and convenient.",False,"In conclusion, the Indian gaming industry has seen significant growth in recent years, with mobile and PC gaming being the most popular platforms. Gaming software is an important aspect of the gaming experience, and it is crucial to ensure that it is user-friendly, stable, and offers a wide range of features and options. The"
2022-02-11 03:44:38,abhishek.saini10@gmail.com,Abhishek Saini,32,B.Tech,Male,Weekly,Console,PlayStation Store,2,RPG,Price,PlayStation Store,Paid,Occasionally,True,Console,3,Lightweight,Controller,Disc,True,False,2,False,False,New game releases,False,- More focus on story and characters
2022-11-01 06:40:21,pramod.shrestha123169@gmail.com,Pramod Shrestha,46,B.Tech,Male,Daily,Mobile,PlayStation Store,12,Action,Exclusive content,Steam,Free-to-play,Weekly,False,Mobile,3,High-performance,Touchscreen,Download,True,True,4,False,True,"New game releases, game updates with new features, and esports events.",True,"More exclusive content, better cross-platform compatibility, and more social features."
2020-07-18 19:33:02,abhinay123@gmail.com,Abhinay,24,BBA,Male,Monthly,Mobile,Epic Games Store,5,Sports,Price,Epic Games,Free-to-play,Occasionally,False,Console,2,Lightweight,Controller,Cloud-based,True,False,3,False,True,Virtual reality,False,"I would like to see more games that are optimized for mobile devices. Mobile gaming has become very popular, but many games are not well-optimized for mobile and have poor performance on mobile devices. I would also like to see more games that are free-to-play, as this allows me to try out"
2017-05-31 16:26:20,sharadamishra777@gmail.com,sharadamishra,29,Btech,Male,Occasionally,Mobile,Steam,11,Action,Price,Steam,Free-to-play,Occasionally,False,PC,3,High-performance,Touchscreen,Download,False,False,2,True,True,None,False,Implementing more multiplayer games
2022-07-14 12:18:27,alexandra.d.61@hotmail.com,Alexandra,34,MBA,Male,Never,PC,Steam,1,Action,Price,Steam,Free-to-play,Occasionally,False,PC,2,High-performance,Keyboard,Disc,False,False,2,True,False,Not much.,False,"Better optimization for lower-end hardware, more options for customization, and improved security features."
2018-06-11 18:40:18,saurav123@gmail.com,Saurav Kumar,22,B.Tech (Computer Science),Male,Weekly,Mobile,Steam,10,Sports,Price,Steam,Free-to-play,Weekly,False,Console,3,High-performance,Touchscreen,Disc,True,False,2,False,False,[No Response],False,"I think the gaming software should be more user-friendly, and the interface should be easy to navigate. Also, the software should be optimized for different devices."
2021-05-01 12:18:31,jitendrakumar63@gmail.com,Jitendra Kumar,31,Master of Computer Application,Male,Monthly,Mobile,Steam,5,Action,Price,Steam,Free-to-play,Occasionally,False,Mobile,4,High-performance,Touchscreen,Cloud-based,False,False,3,True,False,New game releases,True,None
2020-09-30 12:14:23,abhishek.singh496@gmail.com,Abhishek Singh,38,Bachelor's Degree in Computer Science,Male,Weekly,PC,Steam,10,Action,Price,Steam,Paid,Occasionally,True,PC,2,High-performance,Touchscreen,Download,True,False,4,True,True,"I am excited about the advances in hardware technology, which will enable more immersive and realistic gaming experiences.",True,"The gaming software should have better security measures to prevent hacking and cheating, and it should have a better user interface that is easy to use and navigate."
2021-01-26 11:10:16,nishant.bhanot@gmail.com,Nishant Bhanot,25,Final Year,Male,Weekly,Mobile,Steam,2,Strategy,Price,Steam,Free-to-play,Occasionally,False,Mobile,3,Lightweight,Touchscreen,Cloud-based,True,False,3,False,False,"Console gaming, VR games",True,"Price, Cross-platform compatibility, Improved graphics and performance, More game modes and content, Increased focus on mobile gaming, More user-generated content"
2017-12-31 00:25:16,anushkagupta23@gmail.com,Anushka Gupta,19,Bachelor of Business Administration,Female,Monthly,Console,Steam,20,Action,Exclusive content,Steam,Free-to-play,Monthly,True,PC,8,High-performance,Keyboard,Disc,False,False,4,False,True,"New games, new technology",True,Customization options and personalization features to enhance the gaming experience.
2021-12-08 13:47:38,saurav25042000@gmail.com,Saurabh,22,B.tech in Information Technology,Male,Never,Mobile,Steam,2,Action,Exclusive content,Steam,Paid,Monthly,True,Mobile,2,High-performance,Touchscreen,Cloud-based,False,False,4,False,False,Excited about the future of cloud gaming and the potential for more games to be available instantly without the need for expensive hardware.,False,"[{\u003cem\u003eMore exclusive games\u003c/em\u003e, \u003cem\u003eMore payment options for in-app purchases\u003c/em\u0"
2020-07-16 01:24:16,prajwal@gmail.com,Prajwal,21,B.tech,Male,Weekly,Mobile,Steam,7,Action,Price,PlayStation Store,In-app purchases,Weekly,False,Mobile,4,High-performance,Touchscreen,Download,True,False,1,True,False,"Switching to mobile gaming, video game streaming, and cloud gaming.",False,Better optimization for mobile devices.
2020-05-10 11:18:31,pdn.charusat@gmail.com,Chirag,23,MBA,Male,Weekly,PC,Steam,8,Action,Price,Steam,Paid,Weekly,False,PC,5,Lightweight,Touchscreen,Download,True,False,2,True,True,No response,False,None
2020-05-09 15:39:18,sroyselvam@gmail.com,Selvam,24,Computer Science,Prefer not to say,Daily,PC,Steam,27,Action,Exclusive content,Steam,Free-to-play,Occasionally,False,PC,1,High-performance,Controller,Download,True,False,1,False,False,"I'm excited to see the growth of cloud gaming services like Xbox Cloud Gaming, GeForce Now, and PlayStation Now, which allow gamers to play high-end games on any device, without the need for expensive hardware.",False,"I would suggest that gaming software should provide better security features to prevent hacking and cheating, better anti-cheat mechanisms to ensure fair play, and better matchmaking algorithms to ensure balanced matches."
2022-09-19 11:33:52,ak@gmail.com,Arun Kumar,46,Data Science,Male,Monthly,Mobile,Steam,5,RPG,Price,Steam,Free-to-play,Occasionally,False,Mobile,2,High-performance,Touchscreen,Download,False,False,1,True,False,New game releases and advancements in graphics and gameplay,False,"[{'suggestion': 'Add more features and customization options.'}, {'suggestion': 'Improve the user interface.'}, {'suggestion': 'Add more game modes.'}, {'suggestion': 'Implement cross-platform gaming.'}, {'suggestion': 'Introduce"
2022-06-12 19:47:13,john.doe@gmail.com,John Doe,27,Blockchain,Male,Monthly,PC,Steam,15,Action,Price,Steam,Free-to-play,Monthly,False,PC,2,Lightweight,Keyboard,Cloud-based,False,False,1,False,False,eSports,True,"[{'suggestion': 'Improvements in the graphics and gameplay of the software.', 'likelihood': 0.76}, {'suggestion': 'Better optimization for lower-end hardware.', 'likelihood': 0.19}]"
2022-06-17 00:21:37,kunwar.hansh@gmail.com,Hansh Kunwar,24,B.Tech Computer Science & Engineering,Male,Weekly,Console,Steam,6,Action,User interface,Epic Games,Paid,Weekly,False,Console,1,Lightweight,Controller,Download,False,True,4,True,True,Online multiplayer gaming,False,-Improved user interface
2019-01-07 14:07:53,prasan@gmail.com,mohit kumar,23,B.Tech (CSE),Male,Daily,Mobile,Steam,10,Action,Price,PlayStation Store,In-app purchases,Monthly,True,Mobile,3,High-performance,Touchscreen,Download,True,True,2,False,True,Cloud gaming and online multiplayer gaming.,False,"I think there is a need to improve the performance of gaming software on low-end devices. Also, the gaming experience could be enhanced by introducing better graphics and sound effects."
2022-03-05 17:39:10,manish.sharma@gmail.com,Manish Sharma,27,B.Tech,Male,Occasionally,Console,PlayStation Store,4,Sports,Price,PlayStation Store,Free-to-play,Never,False,Console,2,High-performance,Controller,Download,True,False,3,True,False,"Battle royale games, Esports, and cloud gaming",False,"Add more options for customization and personalization, such as different control schemes and graphics settings."
2022-07-31 13:30:58,hemanth299@gmail.com,Hemanth,22,Computer Science,Male,Weekly,PC,Epic Games Store,20,Strategy,Price,Steam,Paid,Occasionally,False,Mobile,6,High-performance,Touchscreen,Download,False,False,6,True,False,"Cross-platform gaming, cloud gaming, and innovative gameplay mechanics.",True,"Add more games, make the gaming experience more immersive and interactive, and improve the overall user interface and gameplay."
2020-11-20 05:25:54,jayan.gopal2014@gmail.com,Jayan Gopal,34,Computer Science,Male,Weekly,PC,Steam,2,Action,Price,Steam,Free-to-play,Weekly,False,PC,5,High-performance,Controller,Download,False,False,3,False,False,[No Response.],False,[No Response.]
2019-10-11 20:15:46,srivastav.shivam@gmail.com,Shivam Srivastav,26,B.Tech,Male,Monthly,PC,Steam,3,Strategy,Exclusive content,Steam,In-app purchases,Monthly,False,PC,1,High-performance,Touchscreen,Download,True,False,1,True,True,None,False,None
2022-11-08 04:37:08,nazmus0610@gmail.com,Nazmul,40,M.Sc. in Computer Science,Male,Weekly,Console,PlayStation Store,5,Action,Price,PlayStation Store,Paid,Monthly,False,Console,2,High-performance,Touchscreen,Disc,False,False,1,False,False,Good graphics and sound quality.,True,"Improvements in gaming software can come in many forms, such as better graphics and sound quality, more realistic gameplay, and better multiplayer experiences. Some suggestions for improvements in gaming software include:"
2019-01-29 12:12:35,sneha@gmail.com,Sneha,22,B.Tech,Female,Weekly,Console,Steam,10,RPG,Price,PlayStation Store,Free-to-play,Occasionally,True,PC,5,High-performance,Controller,Download,True,True,5,True,False,Trends in gaming that excite the respondent.,False,- More variety in games
2022-02-12 15:46:34,aajay.999@gmail.com,Jay,25,Bachelor of Technology,Male,Weekly,Console,Steam,2,Strategy,Price,Epic Games,Free-to-play,Weekly,False,Console,5,Lightweight,Controller,Cloud-based,False,False,5,False,False,I dont know,False,"[{\u001b[33mNone\u001b[0m}, \u001b[33mNone\u001b[0m, \u001b[33mNone\u001b[0m,"
2020-10-24 13:42:58,tasneem.naseer18@gmail.com,Tasneem Naseer,23,"Bachelor of Technology, Mechanical Engineering",Female,Weekly,PC,Steam,10,RPG,User interface,Steam,Free-to-play,Monthly,False,PC,1,Lightweight,Keyboard,Download,False,False,4,True,False,None,False,3. Make it more friendly and user-friendly.
2022-04-12 15:04:36,sarah07@gmail.com,Sarah,27,BBA,Prefer not to say,Weekly,Console,PlayStation Store,14,Action,Price,PlayStation Store,Free-to-play,Occasionally,False,PC,3,High-performance,Controller,Download,True,False,3,True,True,"Exciting trends in gaming that have caught my attention recently include Virtual Reality (VR) gaming, cloud gaming, and the integration of artificial intelligence (AI) in games. I am particularly interested in VR gaming and have recently experimented with a VR headset. The immersive experience it offers is",False,"I believe there are a few areas where gaming software can be improved to provide a better gaming experience. Firstly, I would like to see more customization options for the user interface and settings. This will allow users to personalize their gaming experience and make it more enjoyable. Secondly, I think gaming software should be"
2021-08-03 16:51:41,aryan.sahni@polarisindia.com,Aryan,22,B.Tech. in Information Technology,Non-binary,Daily,Mobile,PlayStation Store,10,RPG,Price,Steam,Free-to-play,Monthly,False,Mobile,3,High-performance,Touchscreen,Download,False,False,2,False,False,"The gaming industry is constantly evolving, and there are always new trends and advancements that excite gamers. Some of the recent trends that have been exciting for gamers include the rise of cloud gaming, the growing popularity of battle royale games, and the increasing use of virtual reality technology. Additionally, the",False,- More customization options
2023-02-20 20:11:14,sreepriyamk19@gmail.com,Sree Priyam K,21,B.Tech,Male,Monthly,Console,PlayStation Store,4,Action,Price,PlayStation Store,In-app purchases,Occasionally,False,PC,4,High-performance,Touchscreen,Download,False,False,3,False,True,"Cloud gaming, new game genres, improved graphics and immersion, and increased accessibility and inclusiveness.",False,"I think gaming software should be more user-friendly and easy to navigate. The interface should be simple and intuitive so that gamers can find the games they want to play quickly. Additionally, the software should offer more options for customization and control over game settings. It would also be beneficial if the software had a"
2023-07-18 03:21:44,jagdeeshvishalsharma81@gmail.com,Vishal Sharma,24,MBA (Finance),Male,Weekly,Console,PlayStation Store,8,Sports,Price,Steam,In-app purchases,Monthly,False,Console,1,High-performance,Touchscreen,Download,True,False,4,False,False,"[{'title': 'eSports', 'score': 1}, {'title': 'Gaming phones', 'score': 1}, {'title': 'Cloud gaming', 'score': 2}, {'title': 'Console gaming', 'score': 2}, {'title': 'PC gaming', 'score",False,- Provide better optimization for gaming software to reduce lag and improve performance.
2022-02-22 16:11:15,sushantkumar@gmail.com,Sushant kumar,30,B.Tech,Male,Weekly,PC,Steam,15,Action,Price,Steam,Free-to-play,Occasionally,False,Console,3,Lightweight,Controller,Disc,True,True,1,True,False,"[‘e-sports’, ‘cloud gaming’]",False,I mostly play action games so I think it would be great if we had more action games in the market. I would also like to have more options for customization and mods in the games.
2021-08-12 10:46:46,perry.carter@example.com,Ryan Perry,19,Game Development,Male,Daily,Console,PlayStation Store,2,Action,Price,Steam,Paid,Monthly,False,Console,4,High-performance,Controller,Disc,True,False,2,False,False,"I'm excited about the increasing popularity of cloud gaming services, which allow gamers to play high-end games on their devices without the need for powerful hardware.",False,"One suggestion for improving gaming software would be to make it more accessible and user-friendly for gamers of all ages and skill levels. Additionally, it would be beneficial to provide more options for customization and personalization to cater to different preferences and needs."
2022-07-28 18:18:41,jayesh.zala@gmail.com,Jayesh,28,MBA,Male,Daily,Mobile,PlayStation Store,21,RPG,Exclusive content,Epic Games,In-app purchases,Never,False,Mobile,7,High-performance,Touchscreen,Cloud-based,True,False,7,True,True,"New releases, free-to-play games, multiplayer games",True,- Lower the price of games
2021-02-20 15:16:14,wizkid.30092000@gmail.com,Surya,30,Masters in business administration,Male,Weekly,Mobile,PlayStation Store,10,Sports,Price,PlayStation Store,Free-to-play,Weekly,False,Mobile,3,High-performance,Touchscreen,Download,False,False,5,False,False,Esports,False,"I would suggest that the gaming software should be easy to use, with a user-friendly interface. The software should also have a wide selection of games, including both popular and indie titles. Additionally, the software should have a robust community feature, allowing players to connect and play with others."
2021-09-25 21:11:04,chiragjayaswal1@gmail.com,Chirag Jayaswal,23,M.Sc (Computer Science),Non-binary,Weekly,PC,Steam,10,Action,Price,Epic Games,Paid,Occasionally,False,Console,3,High-performance,Controller,Download,False,False,1,False,False,None.,False,None
2022-09-27 11:34:54,james1456@outlook.com,James,23,Computer Engineering,Male,Never,Mobile,Steam,0,Action,Price,Steam,Free-to-play,Weekly,False,Mobile,3,Lightweight,Controller,Disc,False,False,3,False,False,None,False,None
2023-03-20 17:42:02,prajwal.s3@gmail.com,Prajwal,30,Game Development,Male,Weekly,PC,Epic Games Store,16,Strategy,Price,Steam,Free-to-play,Never,False,Mobile,2,High-performance,Touchscreen,Disc,False,False,3,False,True,"[{""id"":2,""name"":""Battle Royale""},{""id"":3,""name"":""Shooter""},{""id"":4,""name"":""Sports""},{""id"":5,""name"":""Sandbox Survival""},{""id"":6,""name"":""Strategy""},{""id"":7,""name"":""R",False,- Add more features and functionalities to enhance the gaming experience.
2022-01-23 22:11:22,sarah77@gmail.com,Sarah,35,Music Production & Sound Engineering,Female,Never,Mobile,PlayStation Store,0,Action,Exclusive content,Epic Games,Free-to-play,Monthly,False,Mobile,7,High-performance,Keyboard,Disc,False,False,2,False,False,I am not much interested in gaming.,False,I think gaming software should be more user-friendly and easy to use. They should also offer more customization options and allow users to create their own gaming experiences.
2020-05-11 00:23:45,khan@gmail.com,Shahnawaz Khan,25,B.Sc. in IT,Male,Weekly,PC,PlayStation Store,5,Sports,Price,Steam,Free-to-play,Weekly,False,PC,4,High-performance,Keyboard,Download,True,False,3,False,True,"New games, New gaming technology",False,None
2021-08-20 12:33:23,arshad.12345@gmail.com,Arshad,19,Computer Science and Engineering,Prefer not to say,Weekly,PC,Steam,18,Action,Exclusive content,Steam,In-app purchases,Occasionally,False,PC,4,Lightweight,Keyboard,Download,True,False,1,False,False,"[{'id': 1, 'name': 'Indian E-sports and Tournaments'}, {'id': 15, 'name': 'Mobile Gaming'}, {'id': 16, 'name': 'Online Multiplayer Gaming'}, {'id': 19, 'name':",False,"[{'id': 1, 'name': 'Improved stability and performance'}, {'id': 2, 'name': 'More game options'}, {'id': 3, 'name': 'Improved compatibility with more devices'}, {'id': 4, 'name': 'More customization options"
2021-09-28 12:52:50,bhavik.soni@gmail.com,Bhavik Soni,30,CA,Male,Weekly,Mobile,Steam,5,Action,Exclusive content,Steam,Free-to-play,Monthly,False,Mobile,2,High-performance,Touchscreen,Download,True,False,4,False,True,Battle Royale games and Multiplayer games,False,"Better optimization for mobile devices, better multiplayer experience, more diverse game genres, more social features, more customization options, more support for Indian languages, more localized content, more local servers, better accessibility features, more Indian developers, more localized tournaments, more localized esports events,"
2022-07-28 08:16:34,priyankaguptha291998@gmail.com,Guptha Priyanka,23,Bachelor of Business Administration,Female,Never,Mobile,PlayStation Store,1,Action,User interface,PlayStation Store,In-app purchases,Monthly,False,PC,4,Lightweight,Keyboard,Download,False,False,3,False,False,Nothing at all,False,There are a number of improvements that can be made to gaming software to enhance the overall gaming experience. Some of these include:
2023-04-27 03:46:17,mehul@gmail.com,Mehul Sharma,29,B.tech in Mech,Male,Weekly,Mobile,PlayStation Store,10,Strategy,Exclusive content,Steam,Free-to-play,Monthly,False,Mobile,1,High-performance,Keyboard,Download,False,False,2,False,False,"New game releases, esports, and gaming tournaments.",True,- Improved game optimization for better performance.
2020-09-22 08:40:33,prachi@gmail.com,Prachi,27,N/A,Female,Daily,PC,Steam,20,Action,Exclusive content,Steam,In-app purchases,Occasionally,False,PC,4,Lightweight,Keyboard,Cloud-based,True,False,3,True,False,"RPG games, Action games",False,Can't think of any right now.
2020-03-29 06:42:19,test@gmail.com,Shubham,23,Graduation,Non-binary,Daily,Console,Steam,20,Strategy,User interface,Steam,Free-to-play,Monthly,False,Console,9,Lightweight,Touchscreen,Download,True,False,4,True,False,"Strategic games, Nintendo Switch",False,1) Better user interface and easier navigation.
2020-08-23 13:07:05,pavan.niranjan24@gmail.com,Pavan Kumar,24,MBA,Male,Daily,Mobile,PlayStation Store,10,Action,Price,Steam,In-app purchases,Occasionally,True,Mobile,3,High-performance,Touchscreen,Download,False,False,4,True,False,"More and more games are being released on mobile platforms, which is exciting.",False,Increase the range of games available for each platform.
2022-05-13 10:08:34,kritika.sharma@example.com,Kritika Sharma,24,B.Tech,Female,Weekly,PC,Steam,20,Strategy,User interface,Steam,Paid,Weekly,False,PC,2,Lightweight,Keyboard,Download,True,False,2,False,False,"[{'Trends in gaming that excite the respondent': 'Improved graphics and visuals.'}, {'Trends in gaming that excite the respondent': 'Improved gameplay mechanics and difficulty levels.'}, {'Trends in gaming that excite the respondent': 'In",False,Increased performance and optimization.
2018-10-06 18:28:56,sunilrajput920@gmail.com,SUNIL RAJPUT,30,Bachelor of Engineering,Male,Monthly,Mobile,Steam,4,RPG,Price,Epic Games,Free-to-play,Occasionally,False,PC,2,Lightweight,Controller,Download,True,False,1,True,False,"4k gaming, 120fps gaming, high-quality graphics, new game releases, cross-platform gaming, esports tournaments, cloud gaming, use of AI in gaming, virtual reality gaming, and use of blockchain technology in gaming.",False,"I would like to see more personalization options in gaming software to customize the gaming experience according to my preferences. Additionally, I think there should be more emphasis on user-friendly interfaces and accessibility features to make gaming more inclusive."
2021-12-15 18:05:14,kumar.singh@gmail.com,Ranjan,30,Masters in Marketing,Male,Daily,Mobile,PlayStation Store,10,Action,Price,Steam,Paid,Monthly,False,Console,5,High-performance,Controller,Download,True,True,3,False,False,"Online multiplayer gaming, cross-platform gaming (PC vs. Console vs. Mobile), and cloud gaming services like Xbox Cloud Gaming, GeForce Now, or PlayStation Now.",False,"Better graphics, more realistic gameplay, more customization options, cross-platform compatibility, better optimization for different hardware, more features, more content, better performance, less bugs, and more"
2021-03-25 19:37:34,sudipkumar.ghosh@gmail.com,Sudip Kumar Ghosh,22,B.Sc in Computer Science & Engineering,Male,Weekly,PC,Steam,10,RPG,Price,Steam,In-app purchases,Weekly,False,PC,5,High-performance,Keyboard,Disc,False,False,1,False,False,"High-performance gaming software, Multiplayer gaming, Cloud gaming, Cross-platform gaming",True,"More aggressive marketing and advertising, Enhanced security and privacy features, More options for customization and personalization, Better integration with popular social media platforms, Improved accessibility features for disabled gamers"
2020-04-01 16:35:45,om.agarwal1503@gmail.com,Om Agarwal,21,B.tech,Male,Weekly,Console,PlayStation Store,10,Strategy,Exclusive content,Steam,Paid,Occasionally,False,Console,5,High-performance,Controller,Download,True,False,1,False,False,Console exclusives,True,"I would like to see more emphasis on storytelling and character development in video games. It would be great to see more diversity and representation of different cultures and backgrounds in the gaming industry. Additionally, I would like to see more accessibility features in games, such as closed captioning and customizable controls,"
2019-08-24 11:37:55,kamlesh237@gmail.com,Nithin,20,B.Tech,Male,Daily,Console,PlayStation Store,10,Strategy,Price,PlayStation Store,Paid,Occasionally,False,Console,2,High-performance,Touchscreen,Download,True,True,3,True,True,Fighting games,False,More action-packed and fast-paced games with better graphics and immersive gameplay.
2021-01-06 02:20:02,sangitahuthe@gmail.com,Sangita Hutha,25,Bachelor of Commerce,Female,Weekly,PC,Steam,10,Strategy,Exclusive content,Steam,Free-to-play,Occasionally,False,PC,4,High-performance,Keyboard,Disc,True,False,5,True,False,New games and exciting content,True,"I would like to see more exclusive content on the gaming software I use. Additionally, I would appreciate if the gaming software offered more personalization options."
2022-08-21 11:33:37,gmail@gmail.com,Shahid,35,Bachelor of Computer Application,Male,Occasionally,Console,PlayStation Store,2,Sports,Exclusive content,Steam,In-app purchases,Occasionally,False,Console,3,High-performance,Controller,Download,True,False,3,False,True,"Esports, Online multiplayer gaming",False,Add more exclusive content.
2019-07-05 13:46:26,sambitpanda2012@gmail.com,Sambit,25,B.Sc. in Computer Science,Male,Weekly,Mobile,PlayStation Store,10,Action,User interface,Steam,Paid,Weekly,False,Mobile,4,High-performance,Controller,Download,False,False,1,False,False,No response.,False,No response.
2021-07-10 18:50:28,john.gupta99@gmail.com,John Gupta,25,B.Tech,Male,Weekly,Mobile,PlayStation Store,15,Action,Exclusive content,PlayStation Store,Paid,Weekly,False,Mobile,5,High-performance,Touchscreen,Download,True,False,2,True,True,"New games and game modes, competitive gaming, and esports.",False,"Better graphics and gameplay, More features, More customization options, Better user interface and controls, More immersive experience"
2021-09-14 11:41:42,ashish.pandey@gmail.com,Ashish Pandey,25,Masters in Information Technology,Male,Weekly,Mobile,Steam,15,Action,Exclusive content,PlayStation Store,Paid,Occasionally,False,Console,3,High-performance,Controller,Download,True,False,1,False,False,"New game releases, game sales and discounts, virtual reality technology",True,Add more exclusive content for users.
2020-06-10 06:59:43,mohit@gmail.com,Mohit,23,B.Tech,Male,Weekly,Mobile,PlayStation Store,10,Action,Price,Epic Games,Free-to-play,Weekly,False,Console,4,High-performance,Controller,Download,True,False,4,False,False,"Cloud Gaming, Battle Royale",False,Add more gaming modes and characters to keep the game fresh and engaging.
2022-11-21 17:06:57,aakashdharma999@gmail.com,Aakash Dharma,21,Bachelor of Computer Applications,Male,Weekly,PC,Steam,15,RPG,Exclusive content,Steam,Paid,Weekly,False,PC,1,High-performance,Touchscreen,Disc,True,False,2,False,True,Online multiplayer games,False,"Add more exclusive content, improve cloud gaming services, and introduce more features that allow for better communication and interaction with other players."
2021-03-15 14:57:47,prakashraj0501@gmail.com,Prakash Raj,53,Course 1,Male,Occasionally,PC,Steam,8,Strategy,Price,Steam,Free-to-play,Weekly,False,PC,2,High-performance,Touchscreen,Cloud-based,True,False,2,True,False,"[{""id"":6,""value"":""New game releases""}]",False,"[{""id"":6,""value"":""Better graphics and gameplay mechanics""}]"
2021-09-09 12:04:36,julius.chowdhury75@gmail.com,Julius,23,BBA,Male,Occasionally,Console,PlayStation Store,3,Strategy,Price,Steam,In-app purchases,Occasionally,False,Mobile,6,High-performance,Touchscreen,Download,False,False,4,False,False,"New game releases, esports, and cloud gaming",True,No suggestions.
2022-08-09 14:32:35,sushil.trivedi@rediffmail.com,Sushil Trivedi,43,Computer,Male,Weekly,PC,Epic Games Store,9,Action,Price,PlayStation Store,In-app purchases,Occasionally,True,Console,4,High-performance,Keyboard,Disc,True,False,5,False,False,Multiplayer games,True,"""I think the latest gaming software is very good and I don't have any suggestions for improvements."""
